example_id                                                                                                                                   | status  | run_time               |
./spec/automation/unit/method_validation/available_flavors_spec.rb[1:2:1]                                                                    | unknown |                        |
./spec/automation/unit/method_validation/available_flavors_spec.rb[1:3:1]                                                                    | unknown |                        |
./spec/automation/unit/method_validation/available_flavors_spec.rb[1:3:2]                                                                    | unknown |                        |
./spec/automation/unit/method_validation/available_flavors_spec.rb[1:4:1]                                                                    | unknown |                        |
./spec/automation/unit/method_validation/available_flavors_spec.rb[1:4:2]                                                                    | unknown |                        |
./spec/automation/unit/method_validation/available_images_spec.rb[1:1:1]                                                                     | failed  | 0.03874 seconds        |
./spec/automation/unit/method_validation/available_images_spec.rb[1:2:1]                                                                     | failed  | 0.06274 seconds        |
./spec/automation/unit/method_validation/available_images_spec.rb[1:3:1]                                                                     | failed  | 0.00888 seconds        |
./spec/automation/unit/method_validation/available_images_spec.rb[1:3:2]                                                                     | failed  | 0.00655 seconds        |
./spec/automation/unit/method_validation/available_images_spec.rb[1:3:3]                                                                     | failed  | 0.20445 seconds        |
./spec/automation/unit/method_validation/available_images_spec.rb[1:4:1]                                                                     | failed  | 0.00923 seconds        |
./spec/automation/unit/method_validation/available_images_spec.rb[1:4:2]                                                                     | failed  | 0.00745 seconds        |
./spec/automation/unit/method_validation/available_images_spec.rb[1:4:3]                                                                     | failed  | 0.04381 seconds        |
./spec/automation/unit/method_validation/available_os_types_spec.rb[1:1]                                                                     | failed  | 1.84 seconds           |
./spec/automation/unit/method_validation/available_os_types_spec.rb[1:2]                                                                     | failed  | 0.00693 seconds        |
./spec/automation/unit/method_validation/available_resource_groups_spec.rb[1:1:1]                                                            | unknown |                        |
./spec/automation/unit/method_validation/available_resource_groups_spec.rb[1:2:1]                                                            | unknown |                        |
./spec/automation/unit/method_validation/available_resource_groups_spec.rb[1:3:1]                                                            | unknown |                        |
./spec/automation/unit/method_validation/available_resource_groups_spec.rb[1:3:2]                                                            | unknown |                        |
./spec/automation/unit/method_validation/available_resource_groups_spec.rb[1:4:1]                                                            | unknown |                        |
./spec/automation/unit/method_validation/available_resource_groups_spec.rb[1:4:2]                                                            | unknown |                        |
./spec/automation/unit/method_validation/available_tenants_spec.rb[1:1:1]                                                                    | unknown |                        |
./spec/automation/unit/method_validation/available_tenants_spec.rb[1:2:1]                                                                    | unknown |                        |
./spec/automation/unit/method_validation/available_tenants_spec.rb[1:3:1]                                                                    | unknown |                        |
./spec/automation/unit/method_validation/available_tenants_spec.rb[1:3:2]                                                                    | unknown |                        |
./spec/automation/unit/method_validation/available_tenants_spec.rb[1:4:1]                                                                    | unknown |                        |
./spec/automation/unit/method_validation/available_tenants_spec.rb[1:4:2]                                                                    | unknown |                        |
./spec/automation/unit/method_validation/azure_pre_retirement_spec.rb[1:1]                                                                   | unknown |                        |
./spec/automation/unit/method_validation/azure_pre_retirement_spec.rb[1:2]                                                                   | unknown |                        |
./spec/automation/unit/method_validation/calculate_limits_spec.rb[1:1]                                                                       | failed  | 0.00311 seconds        |
./spec/automation/unit/method_validation/calculate_limits_spec.rb[1:2]                                                                       | failed  | 0.00253 seconds        |
./spec/automation/unit/method_validation/calculate_requested_spec.rb[1:1]                                                                    | unknown |                        |
./spec/automation/unit/method_validation/calculate_used_spec.rb[1:1]                                                                         | failed  | 0.01694 seconds        |
./spec/automation/unit/method_validation/catalog_bundle_initialization_spec.rb[1:1:1]                                                        | failed  | 0.00363 seconds        |
./spec/automation/unit/method_validation/catalog_bundle_initialization_spec.rb[1:1:2]                                                        | failed  | 0.00385 seconds        |
./spec/automation/unit/method_validation/catalog_bundle_initialization_spec.rb[1:1:3]                                                        | failed  | 0.00636 seconds        |
./spec/automation/unit/method_validation/catalog_item_initialization_spec.rb[1:1:1]                                                          | unknown |                        |
./spec/automation/unit/method_validation/catalog_item_initialization_spec.rb[1:1:2]                                                          | unknown |                        |
./spec/automation/unit/method_validation/check_amazon_pre_retirement_spec.rb[1:1]                                                            | unknown |                        |
./spec/automation/unit/method_validation/check_amazon_pre_retirement_spec.rb[1:2]                                                            | unknown |                        |
./spec/automation/unit/method_validation/check_amazon_pre_retirement_spec.rb[1:3]                                                            | unknown |                        |
./spec/automation/unit/method_validation/check_openstack_pre_retirement_spec.rb[1:1]                                                         | failed  | 0.006 seconds          |
./spec/automation/unit/method_validation/check_openstack_pre_retirement_spec.rb[1:2]                                                         | failed  | 0.00713 seconds        |
./spec/automation/unit/method_validation/check_powered_off_spec.rb[1:1]                                                                      | unknown |                        |
./spec/automation/unit/method_validation/check_powered_off_spec.rb[1:2]                                                                      | unknown |                        |
./spec/automation/unit/method_validation/check_powered_off_spec.rb[1:3]                                                                      | unknown |                        |
./spec/automation/unit/method_validation/check_pre_retirement_spec.rb[1:1]                                                                   | unknown |                        |
./spec/automation/unit/method_validation/check_pre_retirement_spec.rb[1:2]                                                                   | unknown |                        |
./spec/automation/unit/method_validation/check_pre_retirement_spec.rb[1:3]                                                                   | unknown |                        |
./spec/automation/unit/method_validation/check_removed_from_provider_spec.rb[1:1]                                                            | unknown |                        |
./spec/automation/unit/method_validation/check_removed_from_provider_spec.rb[1:2]                                                            | unknown |                        |
./spec/automation/unit/method_validation/check_unregistered_from_provider_spec.rb[1:1]                                                       | unknown |                        |
./spec/automation/unit/method_validation/check_unregistered_from_provider_spec.rb[1:2]                                                       | unknown |                        |
./spec/automation/unit/method_validation/dialog_parser_spec.rb[1:1:1]                                                                        | unknown |                        |
./spec/automation/unit/method_validation/dialog_parser_spec.rb[1:1:2]                                                                        | unknown |                        |
./spec/automation/unit/method_validation/dialog_parser_spec.rb[1:1:3]                                                                        | unknown |                        |
./spec/automation/unit/method_validation/dialog_parser_spec.rb[1:1:4]                                                                        | unknown |                        |
./spec/automation/unit/method_validation/dialog_parser_spec.rb[1:1:5]                                                                        | unknown |                        |
./spec/automation/unit/method_validation/filter_by_dialog_parameters_spec.rb[1:1:1]                                                          | failed  | 0.00462 seconds        |
./spec/automation/unit/method_validation/filter_by_dialog_parameters_spec.rb[1:1:2]                                                          | failed  | 0.00476 seconds        |
./spec/automation/unit/method_validation/filter_by_dialog_parameters_spec.rb[1:1:3]                                                          | failed  | 0.00525 seconds        |
./spec/automation/unit/method_validation/filter_by_dialog_parameters_spec.rb[1:1:4]                                                          | failed  | 0.00469 seconds        |
./spec/automation/unit/method_validation/inspect_me_spec.rb[1:1:1]                                                                           | failed  | 0.00167 seconds        |
./spec/automation/unit/method_validation/openstack_pre_retirement_spec.rb[1:1]                                                               | unknown |                        |
./spec/automation/unit/method_validation/openstack_pre_retirement_spec.rb[1:2]                                                               | unknown |                        |
./spec/automation/unit/method_validation/orchestration_check_provisioned_spec.rb[1:1]                                                        | failed  | 0.00585 seconds        |
./spec/automation/unit/method_validation/orchestration_check_provisioned_spec.rb[1:2]                                                        | failed  | 0.03461 seconds        |
./spec/automation/unit/method_validation/orchestration_check_provisioned_spec.rb[1:3]                                                        | failed  | 0.00603 seconds        |
./spec/automation/unit/method_validation/orchestration_check_provisioned_spec.rb[1:4]                                                        | failed  | 0.00573 seconds        |
./spec/automation/unit/method_validation/orchestration_check_provisioned_spec.rb[1:5]                                                        | failed  | 0.01468 seconds        |
./spec/automation/unit/method_validation/orchestration_check_provisioned_spec.rb[1:6]                                                        | failed  | 0.00352 seconds        |
./spec/automation/unit/method_validation/orchestration_check_provisioned_spec.rb[1:7]                                                        | failed  | 0.00338 seconds        |
./spec/automation/unit/method_validation/orchestration_provision_spec.rb[1:1]                                                                | unknown |                        |
./spec/automation/unit/method_validation/orchestration_provision_spec.rb[1:2]                                                                | unknown |                        |
./spec/automation/unit/method_validation/orchestration_provision_spec.rb[1:3]                                                                | unknown |                        |
./spec/automation/unit/method_validation/orchestration_retirement_spec.rb[1:1:1]                                                             | unknown |                        |
./spec/automation/unit/method_validation/orchestration_retirement_spec.rb[1:1:2]                                                             | unknown |                        |
./spec/automation/unit/method_validation/orchestration_retirement_spec.rb[1:1:3]                                                             | unknown |                        |
./spec/automation/unit/method_validation/orchestration_retirement_spec.rb[1:2:1]                                                             | unknown |                        |
./spec/automation/unit/method_validation/orchestration_retirement_spec.rb[1:2:2]                                                             | unknown |                        |
./spec/automation/unit/method_validation/orchestration_retirement_spec.rb[1:3:1]                                                             | unknown |                        |
./spec/automation/unit/method_validation/orchestration_retirement_spec.rb[1:3:2]                                                             | unknown |                        |
./spec/automation/unit/method_validation/orchestration_retirement_spec.rb[1:3:3]                                                             | unknown |                        |
./spec/automation/unit/method_validation/orchestration_retirement_spec.rb[1:3:4]                                                             | unknown |                        |
./spec/automation/unit/method_validation/orchestration_retirement_spec.rb[1:4:1]                                                             | unknown |                        |
./spec/automation/unit/method_validation/power_off_spec.rb[1:1]                                                                              | failed  | 0.00658 seconds        |
./spec/automation/unit/method_validation/power_off_spec.rb[1:2]                                                                              | failed  | 0.00655 seconds        |
./spec/automation/unit/method_validation/pre_retirement_spec.rb[1:1]                                                                         | failed  | 0.00734 seconds        |
./spec/automation/unit/method_validation/pre_retirement_spec.rb[1:2]                                                                         | failed  | 0.00623 seconds        |
./spec/automation/unit/method_validation/quota_source_spec.rb[1:1]                                                                           | failed  | 0.02384 seconds        |
./spec/automation/unit/method_validation/remove_from_provider_spec.rb[1:1]                                                                   | failed  | 0.02952 seconds        |
./spec/automation/unit/method_validation/remove_from_provider_spec.rb[1:2]                                                                   | failed  | 0.03095 seconds        |
./spec/automation/unit/method_validation/scvmm_microsoft_best_fit_least_utilized_spec.rb[1:1:1]                                              | failed  | 0.05223 seconds        |
./spec/automation/unit/method_validation/scvmm_microsoft_best_fit_least_utilized_spec.rb[1:1:2:1]                                            | failed  | 0.24047 seconds        |
./spec/automation/unit/method_validation/scvmm_microsoft_best_fit_least_utilized_spec.rb[1:1:2:2:1]                                          | failed  | 0.00744 seconds        |
./spec/automation/unit/method_validation/scvmm_microsoft_best_fit_least_utilized_spec.rb[1:1:2:2:2]                                          | failed  | 0.05984 seconds        |
./spec/automation/unit/method_validation/unregister_from_provider_spec.rb[1:1]                                                               | failed  | 0.00605 seconds        |
./spec/automation/unit/method_validation/unregister_from_provider_spec.rb[1:2]                                                               | failed  | 0.00531 seconds        |
./spec/automation/unit/method_validation/update_provision_status_vm_cloud_spec.rb[1:1:1]                                                     | unknown |                        |
./spec/automation/unit/method_validation/update_provision_status_vm_cloud_spec.rb[1:2:1]                                                     | unknown |                        |
./spec/automation/unit/method_validation/update_provision_status_vm_infra_spec.rb[1:1:1]                                                     | unknown |                        |
./spec/automation/unit/method_validation/update_provision_status_vm_infra_spec.rb[1:2:1]                                                     | unknown |                        |
./spec/automation/unit/method_validation/update_provision_status_vm_template_infra_spec.rb[1:1:1]                                            | unknown |                        |
./spec/automation/unit/method_validation/update_provision_status_vm_template_infra_spec.rb[1:2:1]                                            | unknown |                        |
./spec/automation/unit/method_validation/update_service_provision_status_orchestration_spec.rb[1:1:1]                                        | unknown |                        |
./spec/automation/unit/method_validation/update_service_provision_status_orchestration_spec.rb[1:2:1]                                        | unknown |                        |
./spec/automation/unit/method_validation/validate_quota_spec.rb[1:1:1]                                                                       | failed  | 0.00243 seconds        |
./spec/automation/unit/method_validation/validate_quota_spec.rb[1:2:1]                                                                       | failed  | 0.00229 seconds        |
./spec/automation/unit/method_validation/validate_quota_spec.rb[1:2:2]                                                                       | failed  | 0.00203 seconds        |
./spec/automation/unit/method_validation/validate_quota_spec.rb[1:2:3]                                                                       | failed  | 0.00297 seconds        |
./spec/automation/unit/method_validation/validate_quota_spec.rb[1:2:4]                                                                       | failed  | 0.00229 seconds        |
./spec/automation/unit/method_validation/validate_quota_spec.rb[1:2:5]                                                                       | failed  | 0.00213 seconds        |
./spec/automation/unit/method_validation/validate_quota_spec.rb[1:2:6]                                                                       | failed  | 0.00229 seconds        |
./spec/automation/unit/method_validation/validate_quota_spec.rb[1:2:7]                                                                       | failed  | 0.00211 seconds        |
./spec/automation/unit/method_validation/validate_quota_spec.rb[1:2:8]                                                                       | failed  | 0.00215 seconds        |
./spec/automation/unit/method_validation/vm_migrate_task_complete_spec.rb[1:1]                                                               | unknown |                        |
./spec/controllers/application_controller/automate_spec.rb[1:1:1]                                                                            | failed  | 0.00313 seconds        |
./spec/controllers/application_controller/automate_spec.rb[2:1:1:1]                                                                          | passed  | 0.09664 seconds        |
./spec/controllers/application_controller/automate_spec.rb[2:1:2:1]                                                                          | passed  | 0.05766 seconds        |
./spec/controllers/application_controller/build_audit_spec.rb[1:1:1]                                                                         | unknown |                        |
./spec/controllers/application_controller/build_audit_spec.rb[1:1:2]                                                                         | unknown |                        |
./spec/controllers/application_controller/build_audit_spec.rb[1:1:3]                                                                         | unknown |                        |
./spec/controllers/application_controller/build_audit_spec.rb[1:1:4]                                                                         | unknown |                        |
./spec/controllers/application_controller/buttons_spec.rb[1:1:1:1]                                                                           | unknown |                        |
./spec/controllers/application_controller/buttons_spec.rb[1:1:1:2]                                                                           | unknown |                        |
./spec/controllers/application_controller/buttons_spec.rb[1:1:2:1]                                                                           | unknown |                        |
./spec/controllers/application_controller/buttons_spec.rb[1:1:2:2]                                                                           | unknown |                        |
./spec/controllers/application_controller/buttons_spec.rb[1:1:3:1]                                                                           | unknown |                        |
./spec/controllers/application_controller/buttons_spec.rb[1:2:1]                                                                             | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:1:1]                                                                       | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:1:2]                                                                       | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:2]                                                                         | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:3]                                                                         | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:4]                                                                         | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:5]                                                                         | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:6:1]                                                                       | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:6:2]                                                                       | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:6:3]                                                                       | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:6:4]                                                                       | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:7:1]                                                                       | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:7:2]                                                                       | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:8:1]                                                                       | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:8:2]                                                                       | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:8:3]                                                                       | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:9:1]                                                                       | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:9:2]                                                                       | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:10:1]                                                                      | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:10:2]                                                                      | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:11:1]                                                                      | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:11:2]                                                                      | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:12:1]                                                                      | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:13:1]                                                                      | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:13:2]                                                                      | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:13:3]                                                                      | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[1:13:4]                                                                      | unknown |                        |
./spec/controllers/application_controller/ci_processing_spec.rb[2:1:1]                                                                       | passed  | 0.12017 seconds        |
./spec/controllers/application_controller/ci_processing_spec.rb[2:1:2]                                                                       | passed  | 0.11209 seconds        |
./spec/controllers/application_controller/ci_processing_spec.rb[2:1:3]                                                                       | passed  | 0.07207 seconds        |
./spec/controllers/application_controller/ci_processing_spec.rb[2:2:1]                                                                       | passed  | 0.03392 seconds        |
./spec/controllers/application_controller/ci_processing_spec.rb[2:3:1]                                                                       | passed  | 0.0214 seconds         |
./spec/controllers/application_controller/ci_processing_spec.rb[2:3:2]                                                                       | passed  | 0.0348 seconds         |
./spec/controllers/application_controller/compare_spec.rb[1:1:1]                                                                             | failed  | 0.00642 seconds        |
./spec/controllers/application_controller/dialog_runner_spec.rb[1:1:1]                                                                       | passed  | 0.02077 seconds        |
./spec/controllers/application_controller/dialog_runner_spec.rb[1:1:2]                                                                       | passed  | 0.02377 seconds        |
./spec/controllers/application_controller/dialog_runner_spec.rb[1:2:1]                                                                       | passed  | 0.02137 seconds        |
./spec/controllers/application_controller/dialog_runner_spec.rb[1:3:1]                                                                       | passed  | 0.02412 seconds        |
./spec/controllers/application_controller/dialog_runner_spec.rb[1:4:1]                                                                       | passed  | 0.02501 seconds        |
./spec/controllers/application_controller/dialog_runner_spec.rb[1:5:1]                                                                       | passed  | 0.00556 seconds        |
./spec/controllers/application_controller/dialog_runner_spec.rb[1:5:2]                                                                       | passed  | 0.00478 seconds        |
./spec/controllers/application_controller/dialog_runner_spec.rb[1:5:3]                                                                       | passed  | 0.00471 seconds        |
./spec/controllers/application_controller/dialog_runner_spec.rb[1:6:1]                                                                       | passed  | 0.00294 seconds        |
./spec/controllers/application_controller/explorer_spec.rb[1:1:1:1]                                                                          | passed  | 0.00189 seconds        |
./spec/controllers/application_controller/explorer_spec.rb[1:1:1:2]                                                                          | failed  | 0.00888 seconds        |
./spec/controllers/application_controller/explorer_spec.rb[1:1:1:3]                                                                          | failed  | 0.00387 seconds        |
./spec/controllers/application_controller/explorer_spec.rb[1:1:2:1]                                                                          | failed  | 0.00231 seconds        |
./spec/controllers/application_controller/explorer_spec.rb[1:1:3:1]                                                                          | failed  | 0.02332 seconds        |
./spec/controllers/application_controller/explorer_spec.rb[1:1:4:1]                                                                          | passed  | 0.00206 seconds        |
./spec/controllers/application_controller/explorer_spec.rb[1:1:4:2]                                                                          | passed  | 0.0017 seconds         |
./spec/controllers/application_controller/explorer_spec.rb[2:1:1]                                                                            | passed  | 0.08515 seconds        |
./spec/controllers/application_controller/filter_spec.rb[1:1:1]                                                                              | unknown |                        |
./spec/controllers/application_controller/filter_spec.rb[1:2:1]                                                                              | unknown |                        |
./spec/controllers/application_controller/filter_spec.rb[1:2:2]                                                                              | unknown |                        |
./spec/controllers/application_controller/filter_spec.rb[1:2:3]                                                                              | unknown |                        |
./spec/controllers/application_controller/filter_spec.rb[1:2:4]                                                                              | unknown |                        |
./spec/controllers/application_controller/filter_spec.rb[1:3:1]                                                                              | unknown |                        |
./spec/controllers/application_controller/filter_spec.rb[1:4:1]                                                                              | unknown |                        |
./spec/controllers/application_controller/filter_spec.rb[1:4:2]                                                                              | unknown |                        |
./spec/controllers/application_controller/filter_spec.rb[1:4:3]                                                                              | unknown |                        |
./spec/controllers/application_controller/miq_request_methods_spec.rb[1:1:1]                                                                 | passed  | 0.22941 seconds        |
./spec/controllers/application_controller/miq_request_methods_spec.rb[1:1:2]                                                                 | passed  | 0.05974 seconds        |
./spec/controllers/application_controller/miq_request_methods_spec.rb[1:1:3]                                                                 | passed  | 0.05258 seconds        |
./spec/controllers/application_controller/miq_request_methods_spec.rb[1:1:4]                                                                 | passed  | 0.07487 seconds        |
./spec/controllers/application_controller/performance_spec.rb[1:1:1]                                                                         | passed  | 0.19197 seconds        |
./spec/controllers/application_controller/tags_spec.rb[1:1:1:1]                                                                              | passed  | 0.00744 seconds        |
./spec/controllers/application_controller/tags_spec.rb[1:1:2:1]                                                                              | passed  | 0.00733 seconds        |
./spec/controllers/application_controller/tags_spec.rb[1:2:1]                                                                                | passed  | 0.05238 seconds        |
./spec/controllers/application_controller/tenancy_spec.rb[1:1:1]                                                                             | passed  | 0.03632 seconds        |
./spec/controllers/application_controller/tenancy_spec.rb[1:1:2]                                                                             | passed  | 0.06965 seconds        |
./spec/controllers/application_controller/timezone_spec.rb[1:1:1:1]                                                                          | failed  | 0.00205 seconds        |
./spec/controllers/application_controller/timezone_spec.rb[1:1:1:2]                                                                          | failed  | 0.00241 seconds        |
./spec/controllers/application_controller/timezone_spec.rb[1:1:2:1]                                                                          | failed  | 0.00197 seconds        |
./spec/controllers/application_controller/timezone_spec.rb[1:1:2:2]                                                                          | failed  | 0.00219 seconds        |
./spec/controllers/application_controller/timezone_spec.rb[1:1:2:3:1]                                                                        | failed  | 0.00245 seconds        |
./spec/controllers/application_controller/timezone_spec.rb[1:1:2:3:2]                                                                        | failed  | 0.00205 seconds        |
./spec/controllers/application_controller/timezone_spec.rb[1:1:2:3:3]                                                                        | failed  | 0.00272 seconds        |
./spec/controllers/application_controller/tree_support_spec.rb[1:1:1:1]                                                                      | passed  | 0.00223 seconds        |
./spec/controllers/application_controller/tree_support_spec.rb[1:1:1:2]                                                                      | passed  | 0.00208 seconds        |
./spec/controllers/application_controller_spec.rb[1:1:1]                                                                                     | passed  | 0.15398 seconds        |
./spec/controllers/application_controller_spec.rb[1:2:1]                                                                                     | passed  | 0.05903 seconds        |
./spec/controllers/application_controller_spec.rb[1:2:2]                                                                                     | passed  | 0.06121 seconds        |
./spec/controllers/application_controller_spec.rb[1:2:3]                                                                                     | passed  | 0.08667 seconds        |
./spec/controllers/application_controller_spec.rb[1:3:1]                                                                                     | passed  | 0.08549 seconds        |
./spec/controllers/application_controller_spec.rb[1:3:2]                                                                                     | passed  | 0.09554 seconds        |
./spec/controllers/application_controller_spec.rb[1:3:3]                                                                                     | passed  | 0.09033 seconds        |
./spec/controllers/application_controller_spec.rb[1:4:1]                                                                                     | passed  | 0.08748 seconds        |
./spec/controllers/application_controller_spec.rb[1:4:2]                                                                                     | passed  | 0.08692 seconds        |
./spec/controllers/application_controller_spec.rb[1:5:1]                                                                                     | passed  | 0.00191 seconds        |
./spec/controllers/application_controller_spec.rb[1:5:2]                                                                                     | passed  | 0.0018 seconds         |
./spec/controllers/application_controller_spec.rb[1:6:1]                                                                                     | passed  | 0.00132 seconds        |
./spec/controllers/application_controller_spec.rb[1:6:2]                                                                                     | passed  | 0.00124 seconds        |
./spec/controllers/application_controller_spec.rb[1:6:3]                                                                                     | passed  | 0.00175 seconds        |
